id	pathway_id	pathway_name
24554	hsa01100	Metabolic pathways
24555	hsa04146	Peroxisome
24556	hsa00120	Primary bile acid biosynthesis
24557	hsa01100	Metabolic pathways
24558	hsa04146	Peroxisome
24559	hsa00120	Primary bile acid biosynthesis
24560	hsa01100	Metabolic pathways
24561	hsa04146	Peroxisome
24562	hsa03013	RNA transport
24563	hsa05168	Herpes simplex virus 1 infection
24564	hsa04022	cGMP-PKG signaling pathway
24565	hsa04024	cAMP signaling pathway
24566	hsa04151	PI3K-Akt signaling pathway
24567	hsa04152	AMPK signaling pathway
24568	hsa04211	Longevity regulating pathway
24569	hsa04261	Adrenergic signaling in cardiomyocytes
24570	hsa04668	TNF signaling pathway
24571	hsa04714	Thermogenesis
24572	hsa04725	Cholinergic synapse
24573	hsa04728	Dopaminergic synapse
24574	hsa04911	Insulin secretion
24575	hsa04915	Estrogen signaling pathway
24576	hsa04916	Melanogenesis
24577	hsa04918	Thyroid hormone synthesis
24578	hsa04922	Glucagon signaling pathway
24579	hsa04925	Aldosterone synthesis and secretion
24580	hsa04926	Relaxin signaling pathway
24581	hsa04927	Cortisol synthesis and secretion
24582	hsa04928	Parathyroid hormone synthesis, secretion and action
24583	hsa04931	Insulin resistance
24584	hsa04934	Cushing syndrome
24585	hsa04962	Vasopressin-regulated water reabsorption
24586	hsa05016	Huntington disease
24587	hsa05030	Cocaine addiction
24588	hsa05031	Amphetamine addiction
24589	hsa05034	Alcoholism
24590	hsa05161	Hepatitis B
24591	hsa05163	Human cytomegalovirus infection
24592	hsa05165	Human papillomavirus infection
24593	hsa05166	Human T-cell leukemia virus 1 infection
24594	hsa05203	Viral carcinogenesis
24595	hsa05215	Prostate cancer
24596	hsa00230	Purine metabolism
24597	hsa00250	Alanine, aspartate and glutamate metabolism
24598	hsa01100	Metabolic pathways
24599	hsa00230	Purine metabolism
24600	hsa00250	Alanine, aspartate and glutamate metabolism
24601	hsa01100	Metabolic pathways
24602	hsa04530	Tight junction
24603	hsa05130	Pathogenic Escherichia coli infection
24604	hsa05418	Fluid shear stress and atherosclerosis
24605	hsa04020	Calcium signaling pathway
24606	hsa04910	Insulin signaling pathway
24607	hsa04922	Glucagon signaling pathway
24608	hsa04020	Calcium signaling pathway
24609	hsa04910	Insulin signaling pathway
24610	hsa04922	Glucagon signaling pathway
24611	hsa00030	Pentose phosphate pathway
24612	hsa00230	Purine metabolism
24613	hsa01100	Metabolic pathways
24614	hsa01200	Carbon metabolism
24615	hsa01230	Biosynthesis of amino acids
24616	hsa04120	Ubiquitin mediated proteolysis
24617	hsa05205	Proteoglycans in cancer
24618	hsa04610	Complement and coagulation cascades
24619	hsa04714	Thermogenesis
24620	hsa03018	RNA degradation
24621	hsa03040	Spliceosome
24622	hsa04621	NOD-like receptor signaling pathway
24623	hsa04622	RIG-I-like receptor signaling pathway
24624	hsa04130	SNARE interactions in vesicular transport
24625	hsa04024	cAMP signaling pathway
24626	hsa04260	Cardiac muscle contraction
24627	hsa04261	Adrenergic signaling in cardiomyocytes
24628	hsa04371	Apelin signaling pathway
24629	hsa04810	Regulation of actin cytoskeleton
24630	hsa04919	Thyroid hormone signaling pathway
24631	hsa04970	Salivary secretion
24632	hsa04971	Gastric acid secretion
24633	hsa04972	Pancreatic secretion
24634	hsa04976	Bile secretion
24635	hsa05205	Proteoglycans in cancer
24636	hsa04390	Hippo signaling pathway
24637	hsa04392	Hippo signaling pathway - multiple species
24638	hsa04114	Oocyte meiosis
24639	hsa04120	Ubiquitin mediated proteolysis
24640	hsa04218	Cellular senescence
24641	hsa04310	Wnt signaling pathway
24642	hsa04340	Hedgehog signaling pathway
24643	hsa04390	Hippo signaling pathway
24644	hsa04710	Circadian rhythm
24645	hsa05131	Shigellosis
24646	hsa05170	Human immunodeficiency virus 1 infection
24647	hsa04114	Oocyte meiosis
24648	hsa04120	Ubiquitin mediated proteolysis
24649	hsa04218	Cellular senescence
24650	hsa04310	Wnt signaling pathway
24651	hsa04340	Hedgehog signaling pathway
24652	hsa04390	Hippo signaling pathway
24653	hsa04710	Circadian rhythm
24654	hsa05131	Shigellosis
24655	hsa05170	Human immunodeficiency virus 1 infection
24656	hsa04010	MAPK signaling pathway
24657	hsa05143	African trypanosomiasis
24658	hsa05144	Malaria
24659	hsa00250	Alanine, aspartate and glutamate metabolism
24660	hsa00280	Valine, leucine and isoleucine degradation
24661	hsa00410	beta-Alanine metabolism
24662	hsa00640	Propanoate metabolism
24663	hsa00650	Butanoate metabolism
24664	hsa01100	Metabolic pathways
24665	hsa04727	GABAergic synapse
24666	hsa00250	Alanine, aspartate and glutamate metabolism
24667	hsa00280	Valine, leucine and isoleucine degradation
24668	hsa00410	beta-Alanine metabolism
24669	hsa00640	Propanoate metabolism
24670	hsa00650	Butanoate metabolism
24671	hsa01100	Metabolic pathways
24672	hsa04727	GABAergic synapse
24673	hsa03022	Basal transcription factors
24674	hsa04010	MAPK signaling pathway
24675	hsa04066	HIF-1 signaling pathway
24676	hsa04910	Insulin signaling pathway
24677	hsa04150	mTOR signaling pathway
24678	hsa04310	Wnt signaling pathway
24679	hsa04928	Parathyroid hormone synthesis, secretion and action
24680	hsa05200	Pathways in cancer
24681	hsa05224	Breast cancer
24682	hsa05225	Hepatocellular carcinoma
24683	hsa05226	Gastric cancer
24684	hsa00900	Terpenoid backbone biosynthesis
24685	hsa00270	Cysteine and methionine metabolism
24686	hsa00380	Tryptophan metabolism
24687	hsa00450	Selenocompound metabolism
24688	hsa01100	Metabolic pathways
24689	hsa05204	Chemical carcinogenesis
24690	hsa00230	Purine metabolism
24691	hsa00240	Pyrimidine metabolism
24692	hsa05169	Epstein-Barr virus infection
24693	hsa00230	Purine metabolism
24694	hsa00240	Pyrimidine metabolism
24695	hsa05169	Epstein-Barr virus infection
24696	hsa04137	Mitophagy - animal
24697	hsa05410	Hypertrophic cardiomyopathy (HCM)
24698	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
24699	hsa05414	Dilated cardiomyopathy (DCM)
24700	hsa03460	Fanconi anemia pathway
24701	hsa04145	Phagosome
24702	hsa04514	Cell adhesion molecules (CAMs)
24703	hsa04612	Antigen processing and presentation
24704	hsa04640	Hematopoietic cell lineage
24705	hsa04658	Th1 and Th2 cell differentiation
24706	hsa04659	Th17 cell differentiation
24707	hsa04672	Intestinal immune network for IgA production
24708	hsa04940	Type I diabetes mellitus
24709	hsa05140	Leishmaniasis
24710	hsa05145	Toxoplasmosis
24711	hsa05150	Staphylococcus aureus infection
24712	hsa05152	Tuberculosis
24713	hsa05164	Influenza A
24714	hsa05166	Human T-cell leukemia virus 1 infection
24715	hsa05168	Herpes simplex virus 1 infection
24716	hsa05169	Epstein-Barr virus infection
24717	hsa05310	Asthma
24718	hsa05320	Autoimmune thyroid disease
24719	hsa05321	Inflammatory bowel disease (IBD)
24720	hsa05322	Systemic lupus erythematosus
24721	hsa05323	Rheumatoid arthritis
24722	hsa05330	Allograft rejection
24723	hsa05332	Graft-versus-host disease
24724	hsa05416	Viral myocarditis
24725	hsa03008	Ribosome biogenesis in eukaryotes
24726	hsa03013	RNA transport
24727	hsa00230	Purine metabolism
24728	hsa01100	Metabolic pathways
24729	hsa00190	Oxidative phosphorylation
24730	hsa01100	Metabolic pathways
24731	hsa04714	Thermogenesis
24732	hsa04520	Adherens junction
24733	hsa04810	Regulation of actin cytoskeleton
24734	hsa03050	Proteasome
24735	hsa05169	Epstein-Barr virus infection
24736	hsa03030	DNA replication
24737	hsa03420	Nucleotide excision repair
24738	hsa03430	Mismatch repair
24739	hsa03440	Homologous recombination
24740	hsa03460	Fanconi anemia pathway
24741	hsa04064	NF-kappa B signaling pathway
24742	hsa04140	Autophagy - animal
24743	hsa04210	Apoptosis
24744	hsa04217	Necroptosis
24745	hsa04668	TNF signaling pathway
24746	hsa05142	Chagas disease (American trypanosomiasis)
24747	hsa05160	Hepatitis C
24748	hsa00510	N-Glycan biosynthesis
24749	hsa01100	Metabolic pathways
24750	hsa03020	RNA polymerase
24751	hsa04623	Cytosolic DNA-sensing pathway
24752	hsa05016	Huntington disease
24753	hsa04934	Cushing syndrome
24754	hsa04714	Thermogenesis
24755	hsa05225	Hepatocellular carcinoma
24756	hsa03013	RNA transport
24757	hsa03015	mRNA surveillance pathway
24758	hsa03040	Spliceosome
24759	hsa03013	RNA transport
24760	hsa03015	mRNA surveillance pathway
24761	hsa03040	Spliceosome
24762	hsa04390	Hippo signaling pathway
24763	hsa04530	Tight junction
24764	hsa04146	Peroxisome
24765	hsa03022	Basal transcription factors
24766	hsa03018	RNA degradation
24767	hsa03460	Fanconi anemia pathway
24768	hsa04150	mTOR signaling pathway
24769	hsa00561	Glycerolipid metabolism
24770	hsa00564	Glycerophospholipid metabolism
24771	hsa00565	Ether lipid metabolism
24772	hsa00600	Sphingolipid metabolism
24773	hsa01100	Metabolic pathways
24774	hsa04072	Phospholipase D signaling pathway
24775	hsa04666	Fc gamma R-mediated phagocytosis
24776	hsa04975	Fat digestion and absorption
24777	hsa05231	Choline metabolism in cancer
24778	hsa04010	MAPK signaling pathway
24779	hsa04260	Cardiac muscle contraction
24780	hsa04261	Adrenergic signaling in cardiomyocytes
24781	hsa04921	Oxytocin signaling pathway
24782	hsa05410	Hypertrophic cardiomyopathy (HCM)
24783	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
24784	hsa05414	Dilated cardiomyopathy (DCM)
24785	hsa00350	Tyrosine metabolism
24786	hsa01100	Metabolic pathways
24787	hsa04141	Protein processing in endoplasmic reticulum
24788	hsa04141	Protein processing in endoplasmic reticulum
24789	hsa04928	Parathyroid hormone synthesis, secretion and action
24790	hsa05163	Human cytomegalovirus infection
24791	hsa04144	Endocytosis
24792	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
24793	hsa01100	Metabolic pathways
24794	hsa04810	Regulation of actin cytoskeleton
24795	hsa05212	Pancreatic cancer
24796	hsa01521	EGFR tyrosine kinase inhibitor resistance
24797	hsa01522	Endocrine resistance
24798	hsa04010	MAPK signaling pathway
24799	hsa04014	Ras signaling pathway
24800	hsa04015	Rap1 signaling pathway
24801	hsa04066	HIF-1 signaling pathway
24802	hsa04068	FoxO signaling pathway
24803	hsa04114	Oocyte meiosis
24804	hsa04115	p53 signaling pathway
24805	hsa04150	mTOR signaling pathway
24806	hsa04151	PI3K-Akt signaling pathway
24807	hsa04152	AMPK signaling pathway
24808	hsa04211	Longevity regulating pathway
24809	hsa04213	Longevity regulating pathway - multiple species
24810	hsa04510	Focal adhesion
24811	hsa04550	Signaling pathways regulating pluripotency of stem cells
24812	hsa04730	Long-term depression
24813	hsa04750	Inflammatory mediator regulation of TRP channels
24814	hsa04913	Ovarian steroidogenesis
24815	hsa04914	Progesterone-mediated oocyte maturation
24816	hsa04960	Aldosterone-regulated sodium reabsorption
24817	hsa05200	Pathways in cancer
24818	hsa05202	Transcriptional misregulation in cancer
24819	hsa05205	Proteoglycans in cancer
24820	hsa05214	Glioma
24821	hsa05215	Prostate cancer
24822	hsa05218	Melanoma
24823	hsa05224	Breast cancer
24824	hsa05410	Hypertrophic cardiomyopathy (HCM)
24825	hsa05414	Dilated cardiomyopathy (DCM)
24826	hsa01521	EGFR tyrosine kinase inhibitor resistance
24827	hsa01522	Endocrine resistance
24828	hsa04010	MAPK signaling pathway
24829	hsa04014	Ras signaling pathway
24830	hsa04015	Rap1 signaling pathway
24831	hsa04066	HIF-1 signaling pathway
24832	hsa04068	FoxO signaling pathway
24833	hsa04114	Oocyte meiosis
24834	hsa04115	p53 signaling pathway
24835	hsa04150	mTOR signaling pathway
24836	hsa04151	PI3K-Akt signaling pathway
24837	hsa04152	AMPK signaling pathway
24838	hsa04211	Longevity regulating pathway
24839	hsa04213	Longevity regulating pathway - multiple species
24840	hsa04510	Focal adhesion
24841	hsa04550	Signaling pathways regulating pluripotency of stem cells
24842	hsa04730	Long-term depression
24843	hsa04750	Inflammatory mediator regulation of TRP channels
24844	hsa04913	Ovarian steroidogenesis
24845	hsa04914	Progesterone-mediated oocyte maturation
24846	hsa04960	Aldosterone-regulated sodium reabsorption
24847	hsa05200	Pathways in cancer
24848	hsa05202	Transcriptional misregulation in cancer
24849	hsa05205	Proteoglycans in cancer
24850	hsa05214	Glioma
24851	hsa05215	Prostate cancer
24852	hsa05218	Melanoma
24853	hsa05224	Breast cancer
24854	hsa05410	Hypertrophic cardiomyopathy (HCM)
24855	hsa05414	Dilated cardiomyopathy (DCM)
24856	hsa01521	EGFR tyrosine kinase inhibitor resistance
24857	hsa01522	Endocrine resistance
24858	hsa04010	MAPK signaling pathway
24859	hsa04014	Ras signaling pathway
24860	hsa04015	Rap1 signaling pathway
24861	hsa04066	HIF-1 signaling pathway
24862	hsa04068	FoxO signaling pathway
24863	hsa04114	Oocyte meiosis
24864	hsa04115	p53 signaling pathway
24865	hsa04150	mTOR signaling pathway
24866	hsa04151	PI3K-Akt signaling pathway
24867	hsa04152	AMPK signaling pathway
24868	hsa04211	Longevity regulating pathway
24869	hsa04213	Longevity regulating pathway - multiple species
24870	hsa04510	Focal adhesion
24871	hsa04550	Signaling pathways regulating pluripotency of stem cells
24872	hsa04730	Long-term depression
24873	hsa04750	Inflammatory mediator regulation of TRP channels
24874	hsa04913	Ovarian steroidogenesis
24875	hsa04914	Progesterone-mediated oocyte maturation
24876	hsa04960	Aldosterone-regulated sodium reabsorption
24877	hsa05200	Pathways in cancer
24878	hsa05202	Transcriptional misregulation in cancer
24879	hsa05205	Proteoglycans in cancer
24880	hsa05214	Glioma
24881	hsa05215	Prostate cancer
24882	hsa05218	Melanoma
24883	hsa05224	Breast cancer
24884	hsa05410	Hypertrophic cardiomyopathy (HCM)
24885	hsa05414	Dilated cardiomyopathy (DCM)
24886	hsa04514	Cell adhesion molecules (CAMs)
24887	hsa04640	Hematopoietic cell lineage
24888	hsa04621	NOD-like receptor signaling pathway
24889	hsa04722	Neurotrophin signaling pathway
24890	hsa05131	Shigellosis
24891	hsa05152	Tuberculosis
24892	hsa04621	NOD-like receptor signaling pathway
24893	hsa04722	Neurotrophin signaling pathway
24894	hsa05131	Shigellosis
24895	hsa05152	Tuberculosis
24896	hsa05143	African trypanosomiasis
24897	hsa00230	Purine metabolism
24898	hsa01100	Metabolic pathways
24899	hsa04918	Thyroid hormone synthesis
24900	hsa05200	Pathways in cancer
24901	hsa05202	Transcriptional misregulation in cancer
24902	hsa05216	Thyroid cancer
24903	hsa03320	PPAR signaling pathway
24904	hsa04145	Phagosome
24905	hsa04152	AMPK signaling pathway
24906	hsa04512	ECM-receptor interaction
24907	hsa04640	Hematopoietic cell lineage
24908	hsa04920	Adipocytokine signaling pathway
24909	hsa04931	Insulin resistance
24910	hsa04975	Fat digestion and absorption
24911	hsa04979	Cholesterol metabolism
24912	hsa05144	Malaria
24913	hsa03320	PPAR signaling pathway
24914	hsa04145	Phagosome
24915	hsa04152	AMPK signaling pathway
24916	hsa04512	ECM-receptor interaction
24917	hsa04640	Hematopoietic cell lineage
24918	hsa04920	Adipocytokine signaling pathway
24919	hsa04931	Insulin resistance
24920	hsa04975	Fat digestion and absorption
24921	hsa04979	Cholesterol metabolism
24922	hsa05144	Malaria
24923	hsa04145	Phagosome
24924	hsa04151	PI3K-Akt signaling pathway
24925	hsa04510	Focal adhesion
24926	hsa04512	ECM-receptor interaction
24927	hsa05144	Malaria
24928	hsa05165	Human papillomavirus infection
24929	hsa04014	Ras signaling pathway
24930	hsa04015	Rap1 signaling pathway
24931	hsa04020	Calcium signaling pathway
24932	hsa04022	cGMP-PKG signaling pathway
24933	hsa04024	cAMP signaling pathway
24934	hsa04070	Phosphatidylinositol signaling system
24935	hsa04114	Oocyte meiosis
24936	hsa04218	Cellular senescence
24937	hsa04261	Adrenergic signaling in cardiomyocytes
24938	hsa04270	Vascular smooth muscle contraction
24939	hsa04371	Apelin signaling pathway
24940	hsa04625	C-type lectin receptor signaling pathway
24941	hsa04713	Circadian entrainment
24942	hsa04720	Long-term potentiation
24943	hsa04722	Neurotrophin signaling pathway
24944	hsa04728	Dopaminergic synapse
24945	hsa04740	Olfactory transduction
24946	hsa04744	Phototransduction
24947	hsa04750	Inflammatory mediator regulation of TRP channels
24948	hsa04910	Insulin signaling pathway
24949	hsa04912	GnRH signaling pathway
24950	hsa04915	Estrogen signaling pathway
24951	hsa04916	Melanogenesis
24952	hsa04921	Oxytocin signaling pathway
24953	hsa04922	Glucagon signaling pathway
24954	hsa04924	Renin secretion
24955	hsa04925	Aldosterone synthesis and secretion
24956	hsa04970	Salivary secretion
24957	hsa04971	Gastric acid secretion
24958	hsa05010	Alzheimer disease
24959	hsa05031	Amphetamine addiction
24960	hsa05034	Alcoholism
24961	hsa05133	Pertussis
24962	hsa05152	Tuberculosis
24963	hsa05163	Human cytomegalovirus infection
24964	hsa05167	Kaposi sarcoma-associated herpesvirus infection
24965	hsa05170	Human immunodeficiency virus 1 infection
24966	hsa05200	Pathways in cancer
24967	hsa05214	Glioma
24968	hsa05418	Fluid shear stress and atherosclerosis
24969	hsa04014	Ras signaling pathway
24970	hsa04330	Notch signaling pathway
24971	hsa05169	Epstein-Barr virus infection
24972	hsa04060	Cytokine-cytokine receptor interaction
24973	hsa04630	Jak-STAT signaling pathway
24974	hsa05145	Toxoplasmosis
24975	hsa05152	Tuberculosis
24976	hsa05163	Human cytomegalovirus infection
24977	hsa04015	Rap1 signaling pathway
24978	hsa04022	cGMP-PKG signaling pathway
24979	hsa04024	cAMP signaling pathway
24980	hsa04062	Chemokine signaling pathway
24981	hsa04071	Sphingolipid signaling pathway
24982	hsa04261	Adrenergic signaling in cardiomyocytes
24983	hsa04360	Axon guidance
24984	hsa04371	Apelin signaling pathway
24985	hsa04540	Gap junction
24986	hsa04611	Platelet activation
24987	hsa04670	Leukocyte transendothelial migration
24988	hsa04713	Circadian entrainment
24989	hsa04723	Retrograde endocannabinoid signaling
24990	hsa04724	Glutamatergic synapse
24991	hsa04725	Cholinergic synapse
24992	hsa04726	Serotonergic synapse
24993	hsa04727	GABAergic synapse
24994	hsa04728	Dopaminergic synapse
24995	hsa04730	Long-term depression
24996	hsa04914	Progesterone-mediated oocyte maturation
24997	hsa04915	Estrogen signaling pathway
