	pathway	gene1	gene2
10070	hsa00900	Sesquiterpenoid and triterpenoid biosynthesis	Steroid biosynthesis
10071	hsa00900	FDPS	Steroid biosynthesis
10072	hsa00900	GGPS1	Steroid biosynthesis
10073	hsa00900	PDSS1	Steroid biosynthesis
10074	hsa00900	NUS1	Steroid biosynthesis
10075	hsa00900	Carotenoid biosynthesis	Steroid biosynthesis
10076	hsa00900	FNTA	Steroid biosynthesis
10077	hsa00900	Indole diterpene alkaloid biosynthesis	GGPS1
10078	hsa00900	Indole diterpene alkaloid biosynthesis	Carotenoid biosynthesis
10079	hsa00900	Indole diterpene alkaloid biosynthesis	Diterpenoid biosynthesis
10080	hsa04152	C00665	PFKL
10081	hsa04152	LEP	LEPR
10082	hsa04152	ADIPOQ	ADIPOR1
10083	hsa04152	C00076	CAMKK2
10084	hsa04152	ELAVL1	CCND1
10085	hsa04152	ELAVL1	CCNA2
10086	hsa04152	RAB10...	SLC2A4
10087	hsa04152	IGF1	IGF1R
10088	hsa04152	IGF1R	IRS1
10089	hsa04152	INS	INSR
10090	hsa04152	INSR	IRS1
10091	hsa04152	IRS1	PIK3CA
10092	hsa04152	PIK3CA	C05981
10093	hsa04152	C05981	PDPK1
10094	hsa04152	RHEB	MTOR
10095	hsa04152	MTOR	RPS6KB1
10096	hsa04152	MTOR	PPARG
10097	hsa04152	C00665	FBP1
10098	hsa04152	PRKAG2	ELAVL1
10099	hsa04152	EEF2K	EEF2
10100	hsa04152	C00083	CPT1C
10102	hsa04152	MTOR	EIF4EBP1
10103	hsa04152	MTOR	ULK1
10104	hsa04152	CAMKK2	PRKAG2
10106	hsa04152	MAP3K7	PRKAG2
10110	hsa04152	PRKAG2	PFKFB1
10112	hsa04152	PRKAG2	EEF2K
10114	hsa04152	PRKAG2	PPARGC1A
10116	hsa04152	PRKAG2	MLYCD
10118	hsa04152	PDPK1	AKT3
10120	hsa04152	PRKAG2	CRTC2
10122	hsa04152	PRKAG2	GYS1
10124	hsa04152	PRKAG2	LIPE
10126	hsa04152	PRKAG2	HMGCR
10128	hsa04152	PRKAG2	ACACB
10130	hsa04152	PRKAG2	ACACA
10132	hsa04152	PRKAG2	MTOR
10134	hsa04152	C00003	SIRT1
10135	hsa04152	FOXO1	FOXO1
10136	hsa04152	PPARGC1A	PPARGC1A
10137	hsa04152	HNF4A	G6PC
10138	hsa04152	HNF4A	PCK1
10139	hsa04152	CRTC2	PCK1
10140	hsa04152	CRTC2	PPARGC1A
10141	hsa04152	CREB3	CRTC2
10142	hsa04152	PPARGC1A	SLC2A4
10143	hsa04152	SREBF1	FASN
10144	hsa04152	SREBF1	ACACA
10145	hsa04152	SREBF1	SCD
10146	hsa04152	PRKAG2	TBC1D1
10148	hsa04152	TBC1D1	RAB10...
10149	hsa04152	ADRA1A	PRKAG2
10151	hsa04152	PRKAG2	CD36
10153	hsa04152	PRKAG2	SREBF1
10155	hsa04152	PRKAG2	CFTR
10157	hsa04966	C00080	C00080
10159	hsa04966	C00288	C00288
10160	hsa04966	C00698	C00698
10162	hsa04966	C00011	C00011
10163	hsa04110	GSK3B	CCND1
10165	hsa04110	TP53	CDKN1A
10166	hsa04110	TP53	GADD45G
10167	hsa04110	TP53	SFN
10168	hsa04110	GADD45G	PCNA
10169	hsa04110	MDM2	RB1
10170	hsa04110	MDM2	TP53
10171	hsa04110	CREBBP	TP53
10172	hsa04110	PRKDC	TP53
10174	hsa04110	CHEK1	TP53
10176	hsa04110	CHEK1	CDC25A
10178	hsa04110	CDC25A	CDK4
10180	hsa04110	CDC25A	CDK2
10184	hsa04110	CDC25A	CDK1
10186	hsa04110	CHEK1	CDC25B...
10188	hsa04110	PTTG2...	ESPL1
10189	hsa04110	YWHAQ	CDC25B...
10190	hsa04110	WEE2	CDK1
10192	hsa04110	PKMYT1	CDK1
10198	hsa04110	PLK1	CDC25B...
10200	hsa04110	PLK1	PKMYT1
10202	hsa04110	CDC25B...	CDK1
10204	hsa04110	SFN	CCNB3...
10205	hsa04110	GADD45G	CCNB3...
10206	hsa04110	CDKN2A	MDM2
10207	hsa04110	ATM	TP53
10209	hsa04110	ATM	CHEK1
10211	hsa04110	TTK	MAD1L1
10213	hsa04110	MAD1L1	MAD2L2
10214	hsa04110	BUB1	BUB3
10215	hsa04110	MYC	ZBTB17
10216	hsa04110	ZBTB17	CDKN2B
10217	hsa04110	TGFB1	SMAD2
10219	hsa04110	ABL1	RB1
10220	hsa04110	HDAC1	RB1
10221	hsa04114	MOS	MAP2K1
10223	hsa04114	MAP2K1	MAPK1
10225	hsa04114	MAPK1	RPS6KA6
10227	hsa04114	RPS6KA6	BUB1
10229	hsa04114	RPS6KA6	PKMYT1
10231	hsa04114	PKMYT1	CDK1
10233	hsa04114	BUB1	MAD2L2
10234	hsa04114	INS	IGF1R
10235	hsa04114	IGF1	IGF1R
10236	hsa04114	ADCY1	PRKACA
10237	hsa04114	PGR	PRKACA
10238	hsa04114	AR	PRKACA
10239	hsa04114	IGF1R	PRKACA
10240	hsa04114	AURKA	CPEB2
10244	hsa04114	PLK1	CPEB2
10246	hsa04114	CDK2	CDC25C
10248	hsa04114	MAPK12	CDC25C
10250	hsa04114	PPP1CA	CDC25C
10252	hsa04114	PLK1	CDC25C
10254	hsa04114	SLK	PLK1
10256	hsa04114	PRKACA	CDC25C
10258	hsa04114	FBXO5	CDC20
10259	hsa04114	PTTG2...	ESPL1
10260	hsa04114	ESPL1	REC8
10261	hsa04114	FBXO43	CDC20
10262	hsa04114	MAD2L2	ANAPC10
10264	hsa04114	PLCZ1	ITPR1
10265	hsa04114	ITPR1	CALML6
10266	hsa04114	CALML6	PPP3CA
10267	hsa04114	CALML6	CAMK2A
10268	hsa04114	PPP2CA	FBXO43
10270	hsa04114	CAMK2A	FBXO43
10272	hsa04114	PLK1	FBXO43
10274	hsa04114	CAMK2A	CDC25C
10277	hsa04114	BUB1	SGO1
10280	hsa04114	YWHAQ	CDC25C
10281	hsa04114	CDC25C	CDK1
10283	hsa04114	MOS	PKMYT1
10285	hsa05146	PLCB1	PRKCA
10287	hsa05146	ADCY1	PRKACA
10290	hsa05146	IL1B	IL1R1
10291	hsa05146	IL1R1	NFKB1
10293	hsa05146	C01074	C00076
10295	hsa05146	ITGAM	PIK3CA
10296	hsa05146	PIK3CA	C00027
10298	hsa05146	SERPINB1	CTSG
10299	hsa05146	GNA11	PLCB1
10301	hsa05146	GNAL	ADCY1
10303	hsa05146	HSPB1	NFKB1
10305	hsa04726	C00780	HTR2A
10306	hsa04726	HTR2A	GNAQ
10307	hsa04726	GNAQ	PLCB1
10308	hsa04726	PLCB1	C01245
10309	hsa04726	C01245	ITPR1
10310	hsa04726	C00076	TRPC1
10312	hsa04726	HTR2A	CACNA1C
10316	hsa04726	C00076	PRKCA
10317	hsa04726	C00165	PRKCA
10318	hsa04726	GNAQ	PLA2G4B
10319	hsa04726	C00780	HTR3C...
10320	hsa04726	C00780	HTR4
10321	hsa04726	HTR4	GNAS
10322	hsa04726	GNAS	ADCY5
10323	hsa04726	C00575	PRKACA
10324	hsa04726	RAPGEF3	C00575
10325	hsa04726	HTR1A	GNB5
10326	hsa04726	HTR5A	GNB5
10327	hsa04726	GNB5	PLCB1
10330	hsa04726	GNB5	CACNA1A
10331	hsa04726	PRKCA	CASP3
10332	hsa04726	PTGS1	ADCY5
10334	hsa04726	HRAS	ARAF
10335	hsa04726	ARAF	MAP2K1
10336	hsa04726	C00076	HRAS
10338	hsa04726	C00076	DUSP1
10341	hsa04726	C00780	HTR1A
10342	hsa04726	C00780	HTR5A
10343	hsa04726	GNB5	KCNJ3
10344	hsa04726	GNB5	ADCY5
10345	hsa04726	MAPK1	PRKCA
10346	hsa04726	MAP2K1	MAPK1
10348	hsa04726	DUSP1	MAPK1
10350	hsa05412	LAMA2	DAG1
10351	hsa05412	DAG1	DAG1
10352	hsa05412	CDH2	CDH2
10353	hsa05412	GJA1	GJA1
10355	hsa05412	DSC2	DSC2
10356	hsa05412	DSG2	DSG2
10357	hsa05412	DSC2	DSG2
10358	hsa05412	DSG2	DSC2
10359	hsa05412	CTNNB1	LEF1
10360	hsa05412	JUP	LEF1
10361	hsa05412	C00076	RYR2
10362	hsa04961	C01673	VDR
10363	hsa04961	C00951	ESR1
10364	hsa04961	KLK1	BDKRB2
10365	hsa04961	BDKRB2	GNAQ
10366	hsa04961	GNAQ	PLCB1
10367	hsa04961	PLCB1	C00165
10368	hsa04961	C00165	PRKCA
10369	hsa04961	PRKCA	TRPV5
10371	hsa04961	KL	TRPV5
10372	hsa04961	VDR	TRPV5
10373	hsa04961	VDR	CALB1
10374	hsa04961	VDR	SLC8A1
10375	hsa04961	ESR1	TRPV5
10376	hsa04961	ESR1	CALB1
10377	hsa04961	ESR1	ATP2B1
10378	hsa04961	ESR1	SLC8A1
10379	hsa04961	C00076	CALB1
10382	hsa04961	ADCY6	C00575
10383	hsa04961	C00575	PRKACA
10384	hsa04961	PRKACA	TRPV5
10386	hsa04961	PTH1R	GNAS
10387	hsa04961	GNAS	ADCY6
10388	hsa04961	KL	ATP1B4...
10389	hsa04961	ATP1B4...	SLC8A1
10391	hsa04961	RAB11A	TRPV5
10393	hsa04961	TRPV5	RAB11A
10396	hsa04961	PTH	PTH1R
10397	hsa04020	CHRM1	GNAL
10398	hsa04020	GNAL	ADCY1
10399	hsa04020	PRKACA	PLN
10401	hsa04020	PLN	ATP2A1
10402	hsa04020	EGFR	PLCG1
10403	hsa04020	CALML6	MYLK4
10404	hsa04020	PHKA1	CALML6
10405	hsa04020	PPP3CA	CALML6
10406	hsa04020	ADCY1	PRKACA
10407	hsa04020	PLCD3	ITPR1
10408	hsa04020	PLCB1	ITPR1
10409	hsa04020	PLCG1	ITPR1
10410	hsa04020	PLCE1	ITPR1
10411	hsa04020	PLCZ1	ITPR1
10412	hsa04020	PLCD3	PRKCA
10413	hsa04020	PLCB1	PRKCA
10414	hsa04020	PLCG1	PRKCA
10415	hsa04020	PLCE1	PRKCA
10416	hsa04020	PLCZ1	PRKCA
10417	hsa04020	CD38	RYR1
10418	hsa04020	CYSLTR1	GNA11
10419	hsa04020	GNA11	PLCB1
10420	hsa04020	CALML6	PDE1A
10421	hsa04020	CALML6	ADCY1
10422	hsa04020	CALML6	NOS1
10423	hsa04020	CAMK1D	CALML6
10424	hsa04020	IGH	PLCG1
10425	hsa04020	STIM2...	ORAI2
10426	hsa04020	CD38	TPCN2
10427	hsa04070	PLCD3	PIKFYVE
10428	hsa04070	PIKFYVE	PIK3C2A
10429	hsa04070	PTEN	PIKFYVE
10430	hsa04070	PIKFYVE	MTM1
10431	hsa04070	CDIPT	PIKFYVE
10432	hsa04070	PLCD3	PIK3C2A
10433	hsa04070	PTEN	PLCD3
10434	hsa04070	PLCD3	MTM1
10435	hsa04070	PLCD3	CDIPT
10436	hsa04070	PTEN	PIK3C2A
10438	hsa04070	PIK3C2A	MTM1
10440	hsa04070	CDIPT	PIK3C2A
10441	hsa04070	PTEN	CDIPT
10442	hsa04070	CDIPT	MTM1
10443	hsa04070	PIKFYVE	PIP4K2A
10444	hsa04070	PIP4K2A	PTEN
10445	hsa04070	PIK3CA	PIP4K2A
10446	hsa04070	PLCD3	PIP4K2A
10447	hsa04070	PIK3CA	PTEN
10449	hsa04070	PLCD3	PTEN
10450	hsa04070	PLCD3	PIK3CA
10451	hsa04070	PIP5K1C	PI4KA
10452	hsa04070	PI4KA	INPP5B
10453	hsa04070	PI4KA	PIK3C2A
10454	hsa04070	PI4KA	PLCD3
10455	hsa04070	PIP5K1C	INPP5B
10457	hsa04070	PIP5K1C	PIK3C2A
10458	hsa04070	PIP5K1C	PLCD3
10459	hsa04070	PIK3C2A	INPP5B
10460	hsa04070	INPP5B	PLCD3
10461	hsa04070	PIK3C2A	PLCD3
10462	hsa04070	INPP5D	PTEN
10463	hsa04070	PIK3CA	INPP5D
10464	hsa04070	PIK3C2A	PIKFYVE
10465	hsa04070	PIK3C2A	INPP4A
10467	hsa04070	PTEN	INPP4A
10469	hsa04070	INPP4A	MTM1
10470	hsa04070	INPP4A	PIKFYVE
10471	hsa04070	INPP4A	PIK3C2A
10472	hsa04070	PIK3C2A	INPP5D
10473	hsa04070	INPP4A	INPP5D
10474	hsa04070	IPMK	ITPK1
10475	hsa04070	IPPK	IPMK
10476	hsa04070	INPP5J	ITPKA
10477	hsa04070	INPP1	INPP5J
10478	hsa04070	MTM1	IMPA1
10479	hsa04070	INPP4A	INPP1
10480	hsa04070	IMPA1	INPP4A
10481	hsa04070	IMPA1	IMPA1
10483	hsa04070	CDIPT	IMPA1
10487	hsa04070	PLCD3	ITPKA
10489	hsa04070	PLCD3	INPP5J
10490	hsa04070	INPP5J	PLCD3
10492	hsa04070	INPP1	PLCD3
10493	hsa04070	IMPA1	INPP1
10494	hsa04070	PLCD3	PLCD3
10496	hsa04070	DGKK...	PLCD3
10498	hsa04070	PLCD3	DGKK...
10500	hsa04070	CDS1	DGKK...
10501	hsa04070	CDIPT	CDS1
10502	hsa04070	PIP5K1C	PIP4K2A
10503	hsa04070	INPP5B	PIP4K2A
10504	hsa04070	PIP5K1C	PTEN
10505	hsa04070	PIK3CA	PIP5K1C
10506	hsa04070	PLCD3	PIP5K1C
10507	hsa04070	INPP5B	PTEN
10508	hsa04070	PIK3CA	INPP5B
10509	hsa04070	PLCD3	INPP5B
10510	hsa04070	PLCD3	PI4KA
10511	hsa04070	PIKFYVE	PI4KA
10513	hsa04070	PTEN	PI4KA
10514	hsa04070	PI4KA	MTM1
10515	hsa04070	CDIPT	PI4KA
10517	hsa04070	PLCD3	IMPA1
10518	hsa04070	PIP4K2A	PIP4P2
10519	hsa04070	PIK3CA	PIP4P2
10520	hsa04070	PTEN	PIP4P2
10521	hsa04070	PIP5K1C	PIP4P2
10522	hsa04070	INPP5B	PIP4P2
10523	hsa04070	PIKFYVE	PIP4P2
10525	hsa04070	MTM1	PIP4P2
10528	hsa04070	PIP4K2A	MTM1
10529	hsa04070	PIKFYVE	PIK3C3
10530	hsa04070	INPP4A	PIK3C3
10531	hsa04070	PTEN	PIK3C3
10532	hsa04070	MTM1	PIK3C3
10535	hsa04070	PI4KA	PIK3C3
10537	hsa04070	PLCD3	PIK3C3
10538	hsa04070	CDIPT	PIK3C3
10539	hsa04070	INPP5J	IPMK
10540	hsa04070	ITPKA	IPMK
10541	hsa04070	PLCD3	IPMK
10542	hsa04070	INPP5J	ITPK1
10543	hsa04070	INPP4A	ITPK1
10544	hsa04070	INPP1	ITPK1
10546	hsa04070	INPP5J	INPP4A
10547	hsa04070	MTM1	INPP4A
10549	hsa04070	IPMK	IPMK
10550	hsa04070	PPIP5K2	IPPK
10551	hsa04070	IP6K3	IPPK
10552	hsa04070	PPIP5K2	IP6K3
10553	hsa04070	IP6K3	PPIP5K2
10557	hsa04070	INPP5B	PIK3CA
10558	hsa04070	INPP5B	INPP4A
10559	hsa04070	INPP5B	PIK3C2A
10561	hsa04070	IPMK	INPP5J
10562	hsa04070	IPMK	IPPK
10564	hsa04070	INPP5F	PIKFYVE
10565	hsa04070	INPP5F	PLCD3
10566	hsa04070	INPP5F	PIK3C3
10567	hsa04070	INPP5F	PIK3C2A
10568	hsa04070	INPP5F	PTEN
10569	hsa04070	INPP5F	MTM1
10570	hsa04070	INPP5F	CDIPT
10573	hsa04070	INPP5F	INPP5B
10574	hsa04070	INPP5F	PIP5K1C
10576	hsa04218	TGFB1	TGFBR1
10577	hsa04218	TGFBR1	SMAD2
10578	hsa04218	RRAS2	PIK3CA
10579	hsa04218	RRAS2	RASSF5
10580	hsa04218	RRAS2	RAF1
10581	hsa04218	RRAS2	C16844...
10582	hsa04218	PIK3CA	C05981
10583	hsa04218	C05981	AKT3
10584	hsa04218	MYC	CDKN2A
10585	hsa04218	RASSF5	HIPK3
10586	hsa04218	C00076	CALML6
10587	hsa04218	C00076	CAPN1
10588	hsa04218	CAPN1	IL1A
10589	hsa04218	CALML6	PPP3CA
10590	hsa04218	RHEB	MTOR
10591	hsa04218	RAF1	MAP2K1
10593	hsa04218	MAP2K1	MAPK1
10595	hsa04218	MAPK1	ETS1
10597	hsa04218	MAP2K3	MAPK14
10599	hsa04218	MAPK1	MAPK14
10601	hsa04218	MAPK14	TP53
10603	hsa04218	CHEK2	TP53
10605	hsa04218	ATR	CHEK1
10607	hsa04218	CHEK1	TP53
10609	hsa04218	MAPK14	CDKN2A
10611	hsa04218	AKT3	FOXO3
10613	hsa04218	AKT3	TSC1
10615	hsa04218	CHEK1	CDC25A
10617	hsa04218	MAPKAPK2	ZFP36L1
10619	hsa04218	MTOR	EIF4EBP1
10621	hsa04218	PTEN	C05981
10622	hsa04218	SIRT1	FOXO3
10623	hsa04218	CDKN2A	MDM2
10624	hsa04218	RASSF5	MDM2
10625	hsa04218	MDM2	TP53
10626	hsa04218	TSC1	RHEB
10627	hsa04218	RB1	E2F1
10628	hsa04218	ATM	SQSTM1
10629	hsa04218	ATR	SQSTM1
10630	hsa04218	PPP3CA	NFATC1
10632	hsa04218	PPP1CA	RB1
10634	hsa04218	TP53	GADD45G
10635	hsa04218	SMAD2	CDKN2B
10636	hsa04218	ETS1	CDKN2A
10637	hsa04218	TP53	CDKN1A
10638	hsa04218	GATA4	TRAF3IP2
10639	hsa04218	GATA4	IL1A
10640	hsa04218	FOXO3	CDKN1A
10642	hsa04218	E2F1	MYBL2
10643	hsa04218	E2F1	FOXM1
10644	hsa04218	C07909	MTOR
10645	hsa04218	HLA-A	KIR2DL1
10646	hsa04218	FOXO1	SMAD2
10647	hsa04218	CDK4	CCND1
10648	hsa04218	CDK2	CCNE1
10651	hsa04218	CDK2	CCNA2
10652	hsa04218	CDK1	CCNB3...
10655	hsa04218	MYBL2	LIN54
10656	hsa04218	FOXM1	LIN54
10657	hsa04218	SLC25A4	VDAC1
10658	hsa04218	SLC25A4	PPID
10659	hsa04218	MRE11	RAD50
10660	hsa04218	RAD50	NBN
10661	hsa04218	MRE11	NBN
10662	hsa04218	HUS1	RAD1
10663	hsa04218	RAD9B...	RAD1
10664	hsa04218	RAD9B...	HUS1
10665	hsa04218	TRAF3IP2	NFKB1
10667	hsa04218	IL1A	NFKB1
10669	hsa04218	MTOR	TP53
10671	hsa04218	PIK3CA	FOXO1
10673	hsa04218	SQSTM1	GATA4
10674	hsa04218	RASSF5	PPP1CA
10675	hsa04218	SIRT1	TP53
10676	hsa04218	RRAS2	CDKN2A
10677	hsa04218	C16844...	MAP2K3
10678	hsa04218	HIPK3	TP53
10680	hsa04218	ATM	CHEK2
10682	hsa04261	C00076	TNNC1
10683	hsa04261	TNNC1	TNNT2
10684	hsa04261	TNNC1	TNNI3
10685	hsa04261	TNNT2	TNNI3
10686	hsa04261	TNNI3	TPM1
10687	hsa04261	TPM1	ACTC1
10688	hsa04261	ACTC1	MYH6
10689	hsa04261	TNNT2	ACTC1
10690	hsa04261	CAMK2A	SCN1B
10692	hsa04261	CAMK2A	CACNG3...
10694	hsa04261	CAMK2A	RYR2
10696	hsa04261	PRKACA	ATP1B4...
10698	hsa04261	PRKACA	SLC9A1
10700	hsa04261	PRKACA	KCNE1
10702	hsa04261	PRKACA	ATP2B1
10704	hsa04261	PRKACA	SLC8A1
10706	hsa04261	PRKACA	SCN1B
10708	hsa04261	PRKACA	CACNG3...
10710	hsa04261	PRKACA	RYR2
10712	hsa04261	PRKACA	TNNI3
10714	hsa04261	PRKACA	PLN
10716	hsa04261	PRKACA	PPP1R1A
10718	hsa04261	PRKACA	CREB3
10720	hsa04261	PRKCA	PPP1R1A
10722	hsa04261	RPS6KA5	CREB3
10724	hsa04261	CALML6	CAMK2A
10725	hsa04261	C00076	CALML6
10726	hsa04261	C00076	RYR2
10727	hsa04261	C00788	ADRB1
10728	hsa04261	C00547	ADRB1
10729	hsa04261	C07056	ADRB1
10730	hsa04261	C00788	ADRB2
10731	hsa04261	C00547	ADRB2
10732	hsa04261	C07056	ADRB2
10733	hsa04261	ADRB1	GNAS
10734	hsa04261	GNAS	ADCY1
10735	hsa04261	ADRB2	GNAS
10737	hsa04261	ADRB2	GNAI1
10738	hsa04261	GNAI1	MAPK1
10739	hsa04261	GNAI1	PIK3R6
10740	hsa04261	PIK3R6	AKT3
10741	hsa04261	ADCY1	RAPGEF3
10742	hsa04261	C00575	PRKACA
10743	hsa04261	RAPGEF3	MAPK14
10744	hsa04261	PRKCA	MAPK1
10745	hsa04261	MAPK1	RPS6KA5
10746	hsa04261	C00547	ADRA1D
10747	hsa04261	C00788	ADRA1D
10748	hsa04261	AGTR1	GNAQ
10749	hsa04261	ADRA1D	GNAQ
10750	hsa04261	GNAQ	PLCB1
10751	hsa04261	PLCB1	C00165
10752	hsa04261	PLCB1	C01245
10753	hsa04261	C00165	PRKCA
10754	hsa04261	C00076	PRKCA
10755	hsa04261	PPP2R3B	CACNG3...
10757	hsa04261	PPP2R3B	RYR2
10759	hsa04261	PPP1CA	CACNG3...
10761	hsa04261	PPP1CA	RYR2
10763	hsa04261	PPP2R3B	PPP1R1A
10765	hsa04261	PLN	ATP2A2
10766	hsa04261	CREM	BCL2
10767	hsa04261	CREM	CREB3
10768	hsa04261	PPP1R1A	PPP1CA
10769	hsa04261	PPP1CA	PLN
10771	hsa04261	PPP2R3B	TNNI3
10773	hsa04261	AGT	AGTR1
10774	hsa04713	GRIN1	NOS1
10775	hsa04713	GRIN1	CALML6
10776	hsa04713	CACNA1I	NOS1
10777	hsa04713	CACNA1I	CALML6
10778	hsa04713	ITPR1	NOS1
10779	hsa04713	ITPR1	CALML6
10780	hsa04713	RYR1	NOS1
10781	hsa04713	RYR1	CALML6
10782	hsa04713	ADCY1	PRKACA
10784	hsa04713	CACNA1C	CALML6
10786	hsa04713	PLCB1	PRKCA
10787	hsa04713	NOS1	GUCY1A2
10788	hsa04713	GUCY1A2	PRKG1
10790	hsa04713	CACNA1C	NOS1
10791	hsa04713	NOS1	MAPK1
10793	hsa04713	NOS1	RASD1
10794	hsa04713	CALML6	CAMK2A
10795	hsa04713	CAMK2A	NOS1
10797	hsa04713	CAMK2A	MAPK1
10799	hsa04713	MAPK1	RPS6KA5
10801	hsa04713	RPS6KA5	CREB1
10803	hsa04713	PRKACA	CREB1
10805	hsa04713	RASD1	GNB5
10806	hsa04713	GNB5	MAPK1
10808	hsa04713	PRKACA	RPS6KA5
10810	hsa04713	ADCYAP1R1	GNB5
10811	hsa04713	GNB5	ADCY1
10821	hsa04713	PRKG1	CREB1
10827	hsa04713	ADCYAP1R1	GNAS
10828	hsa04713	GNAS	ADCY1
10829	hsa04713	MTNR1B	GNB5
10831	hsa04713	MTNR1A	GNB5
10833	hsa04713	GNB5	KCNJ3
10834	hsa04713	GNB5	PLCB1
10839	hsa04713	RASD1	PRKACA
10841	hsa04713	GNAS	GNB5
10842	hsa04713	NOS1	NOS1AP
10843	hsa04713	NOS1AP	RASD1
10844	hsa04713	CREB1	PER1
10845	hsa04713	CREB1	FOS
10848	hsa04713	GRIA1	GRIN1
10850	hsa04713	GRIN1	CACNA1I
10854	hsa04713	GRIN1	CACNA1C
10856	hsa04713	ADCYAP1	ADCYAP1R1
10858	hsa04720	ADCY1	PRKACA
10859	hsa04720	ADCY1	RAPGEF3
10860	hsa04720	GRIN1	CALML6
10861	hsa04720	CALML6	CACNA1C
10862	hsa04720	PLCB1	PRKCA
10863	hsa04720	PLCB1	ITPR1
10864	hsa04720	CALML6	ITPR1
10865	hsa04720	PRKACA	RAP1A
10866	hsa04720	PRKACA	MAPK1
10867	hsa04720	RAPGEF3	RAP1A
10868	hsa04720	CALML6	PPP3CA
10869	hsa04720	CALML6	ADCY1
10870	hsa04720	CALML6	CAMK2A
10871	hsa04720	RAP1A	ARAF
10872	hsa04720	CALML6	HRAS
10873	hsa04720	HRAS	ARAF
10874	hsa04720	ARAF	MAP2K1
10875	hsa04720	MAP2K1	MAPK1
10876	hsa04720	MAPK1	RPS6KA6
10877	hsa04720	CALML6	CAMK4
10878	hsa04720	CAMK2A	GRM1
10879	hsa04720	GRM1	GNAQ
10880	hsa04720	GNAQ	PLCB1
10881	hsa04720	PRKACA	GRIA1
10883	hsa04720	CAMK2A	GRIA1
10885	hsa04720	PRKACA	PPP1R1A
10887	hsa04720	RPS6KA6	ATF4
10889	hsa04720	CAMK4	CREBBP
10891	hsa04720	PPP1R1A	PPP1CA
10892	hsa04720	PPP1CA	CAMK2A
10893	hsa04720	PPP3CA	PPP1R1A
10894	hsa04720	CREBBP	ATF4
10895	hsa04720	GRIA1	GRIN1
10896	hsa04720	PRKCA	GRIN1
10897	hsa04720	CAMK2A	MAPK1
10898	hsa04720	C00025	GRIA1
10899	hsa04720	C00025	GRIN1
10900	hsa04720	C00025	GRM1
10901	hsa04728	C03758	DRD2
10902	hsa04728	DRD2	SLC6A3
10904	hsa04728	C03758	DRD1
10905	hsa04728	C03758	DRD5
10906	hsa04728	C03758	DRD3
10908	hsa04728	DRD1	GNAQ
10909	hsa04728	GNAQ	PLCB1
10910	hsa04728	PLCB1	C01245
10911	hsa04728	C01245	ITPR1
10912	hsa04728	PLCB1	C00165
10913	hsa04728	C00076	CALML6
10914	hsa04728	C00076	PRKCA
10915	hsa04728	C00165	PRKCA
10916	hsa04728	C00076	CREB3
10917	hsa04728	DRD1	GNAL
10918	hsa04728	DRD5	GNAQ
10919	hsa04728	DRD5	GNAL
10920	hsa04728	GNAL	ADCY5
10921	hsa04728	ADCY5	C00575
10922	hsa04728	C00575	PRKACA
10923	hsa04728	PRKACA	CREB3
10925	hsa04728	PRKACA	PPP1R1B
10927	hsa04728	PRKACA	MAPK14
10929	hsa04728	PRKCA	FOS
10930	hsa04728	MAPK14	FOS
10931	hsa04728	CALML6	PPP3CA
10932	hsa04728	PPP1R1B	PPP1CA
10933	hsa04728	PPP3CA	PPP1R1B
10935	hsa04728	PPP1CA	CACNA1C
10937	hsa04728	PPP3CA	CACNA1C
10939	hsa04728	PPP1CA	GRIN2A
10941	hsa04728	PPP1CA	GRIA1
10943	hsa04728	PRKACA	SCN1A
10945	hsa04728	PRKACA	CACNA1C
10947	hsa04728	PRKACA	GRIN2A
10949	hsa04728	PRKACA	GRIA1
10951	hsa04728	DRD3	GNB5
10952	hsa04728	GNB5	KCNJ3
10953	hsa04728	DRD2	GNB5
10954	hsa04728	GNB5	CACNA1A
10955	hsa04728	GNB5	SCN1A
10956	hsa04728	GSK3A...	GRIN2A
10958	hsa04728	DRD2	TH
10960	hsa04728	GNB5	ADCY5
10961	hsa04728	GNB5	PLCB1
10962	hsa04728	CALML6	CAMK2A
10963	hsa04728	DRD1	CALY
10964	hsa04728	PPP2R3B	AKT3
10966	hsa04728	AKT3	GSK3A...
10968	hsa04740	102723532...	GNAL
10969	hsa04740	GNAL	ADCY3
10970	hsa04740	ADCY3	C00575
10971	hsa04740	C00575	CNGB1
10972	hsa04740	C00076	ANO2
10973	hsa04740	GUCY2D	C00942
10974	hsa04740	C00942	PRKG1
10975	hsa04740	C00942	CNGA3
10976	hsa04740	NCALD	GUCY2D
10980	hsa04740	C00575	PRKACA
10985	hsa04740	GRK2	102723532...
10987	hsa04740	ARRB1	102723532...
10989	hsa04740	PRKACA	102723532...
10991	hsa04740	CAMK2A	ADCY3
10993	hsa04740	RGS2	ADCY3
10994	hsa04740	CALML6	CNGB1
10995	hsa04740	CALML6	CAMK2A
10996	hsa04740	CALML6	PDE1A
10997	hsa04740	C00942	PDE2A
10998	hsa04740	C00076	NCALD
11000	hsa04740	C00076	CALML6
11002	hsa04750	BDKRB1	GNAQ
11003	hsa04750	C00780	HTR2A
11004	hsa04750	HTR2A	GNAQ
11005	hsa04750	C00388	HRH1
11006	hsa04750	HRH1	GNAQ
11007	hsa04750	C00002	P2RY2
